Product,Inches,Ram,OS,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,Price_log,Price_winsorized,TypeName_Gaming,TypeName_Netbook,TypeName_Notebook,TypeName_Ultrabook,TypeName_Workstation,Company_Apple,Company_Asus,Company_Dell,Company_HP,Company_Lenovo,Company_MSI,Company_Mediacom,Company_Samsung,Company_Toshiba,Company_Company_Asus,Company_Company_Dell,Company_Company_HP,Company_Company_Lenovo,Company_Company_MSI,Company_Company_Mediacom,Company_Company_Samsung,Company_Company_Toshiba
Inspiron 5567,0.40387314748575176,1.483417933462611,Windows 10,0.3878928351772158,-0.4111655845948496,Full HD,0.04046632872097773,0.021480884582249147,Yes,No,No,Intel,0.788287737089352,Core i7 7500U,1.5859094516921386,-0.42344896001431154,HDD,No,AMD,Radeon R7 M445,-0.5296102631989277,-0.4111655845948496,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Vivobook X541UV-DM1217T,0.40387314748575176,-0.08649936486885113,Windows 10,-0.0605822410108112,-0.5589267896062984,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,0.3911850643161697,Core i5 7200U,-0.5159292888970851,-0.42344896001431154,SSD,No,Nvidia,GeForce 920MX ,-0.8185444073503779,-0.5589267896062984,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
K756UX-T4340T (i5-7200U/8GB/500GB,1.5935918851527375,-0.08649936486885113,Windows 10,0.9709104342216516,-0.3586505201762712,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,0.3911850643161697,Core i5 7200U,-0.5159292888970851,0.7790594680937541,SSD,HDD,Nvidia,GeForce GTX 950M,-0.44418076030119064,-0.3586505201762712,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ZBook 15u,0.40387314748575176,-0.08649936486885113,Windows 10,-0.2100739330734873,0.2618775933036484,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,0.788287737089352,Core i7 7500U,1.5859094516921386,-0.42344896001431154,HDD,No,AMD,FirePro W4190M ,0.23260076520213865,0.2618775933036484,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Pro P2540UA-XO0198T,0.40387314748575176,-0.8714580140345822,Windows 10,0.4925370196210893,-1.1663384490473172,Standard,-1.0829180169818473,-1.077991051446925,No,No,No,Intel,0.1926337279295786,Core i3 7100U,1.5859094516921386,-0.42344896001431154,HDD,No,Intel,HD Graphics 620,-0.13340218952297897,-1.1663384490473172,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
15-rb013nv (E2-9000e/4GB/500GB/W10),0.40387314748575176,-0.8714580140345822,Windows 10,0.0889094510518644,-1.2795930378012317,Standard,-1.0829180169818473,-1.077991051446925,No,No,No,AMD,-1.5943282995497396,E-Series 9000e,0.1518423943109492,-0.42344896001431154,HDD,No,AMD,Radeon R2,-0.13340218952297897,-1.2795930378012317,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Legion Y720-15IKB,0.40387314748575176,1.483417933462611,Windows 10,1.733318063741299,0.639447609442224,Full HD,0.04046632872097773,0.021480884582249147,No,Yes,No,Intel,0.986839073475942,Core i7 7700HQ,-0.5159292888970851,2.0392883007510085,SSD,HDD,Nvidia,GeForce GTX 1060,0.4943593615874885,0.639447609442224,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Vostro 5468,-0.7158621350243515,-0.08649936486885113,Windows 10,-0.6585490092615148,-0.4111820006825078,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,0.3911850643161697,Core i5 7200U,-0.5159292888970851,-0.42344896001431154,SSD,No,Intel,HD Graphics 620,-0.5296381425416846,-0.4111820006825078,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Aspire R7,-1.2057463211225212,-0.08649936486885113,Windows 10,-0.6585490092615148,-0.6902554908718899,Full HD,0.04046632872097773,0.021480884582249147,Yes,Yes,No,Intel,-0.0059176084570124,Core i5 6200U,-0.5159292888970851,-0.42344896001431154,SSD,No,Intel,HD Graphics 520,-1.172007485415769,-0.6902554908718899,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Inspiron 5567,0.40387314748575176,1.483417933462611,Linux,0.4775878504148214,-0.3455176500497121,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,0.788287737089352,Core i7 7500U,-0.5159292888970851,-0.42344896001431154,SSD,No,AMD,Radeon R7 M445,-0.42391066122225546,-0.3455176500497121,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Aspire A315-51,0.40387314748575176,-0.8714580140345822,Linux,0.0889094510518644,-1.181096511852038,Standard,-1.0829180169818473,-1.077991051446925,No,No,No,Intel,-0.6015716176167848,Core i3 6006U,1.5859094516921386,-0.42344896001431154,HDD,No,Intel,HD Graphics 520,-0.13340218952297897,-1.181096511852038,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
X555QG-DM242T (A10-9620P/4GB/1TB,0.40387314748575176,-0.8714580140345822,Windows 10,0.2384011431145404,-0.8773988901753578,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,AMD,0.3911850643161697,A10-Series A10-9620P,-0.8662357456619557,2.0392883007510085,SSD,HDD,AMD,Radeon R5 M430,-2.098819203117718,-0.8773988901753578,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ROG G703VI-E5062T,1.5935918851527375,4.623252530125535,Windows 10,3.9756934446814367,2.198975936971123,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,1.1853904098625332,Core i7 7820HK,0.1846836246326558,2.0392883007510085,SSD,HDD,Nvidia,GeForce GTX 1080,1.1628307388919263,2.198975936971123,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Nitro AN515-51,0.40387314748575176,-0.08649936486885113,Windows 10,0.6868762193025677,-0.4325229146381664,Full HD,0.04046632872097773,0.021480884582249147,No,Yes,No,Intel,0.3911850643161697,Core i5 7300HQ,-0.5159292888970851,-0.42344896001431154,SSD,No,Nvidia,GeForce GTX 1050,-0.5665549086588347,-0.4325229146381664,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
IdeaPad 320-15ISK,0.40387314748575176,-0.08649936486885113,Windows 10,0.2384011431145404,-0.8544163674538792,Standard,-1.0829180169818473,-1.077991051446925,No,No,No,Intel,-0.6015716176167848,Core i3 6006U,-0.8662357456619557,-0.42344896001431154,SSD,No,Intel,HD Graphics 520,-1.9270045633700474,-0.8544163674538792,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
VivoBook Pro,1.5935918851527375,-0.08649936486885113,Windows 10,0.0889094510518644,0.0583181063419815,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-0.9986742903899664,Core i7 8550U,-0.8662357456619557,2.0392883007510085,SSD,HDD,Nvidia,GeForce 150MX,0.05668095586467727,0.0583181063419815,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
F756UX-T4201D (i7-7500U/8GB/128GB,1.5935918851527375,-0.08649936486885113,No OS,0.9709104342216516,-0.361933737707911,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,0.788287737089352,Core i7 7500U,-0.8662357456619557,2.0392883007510085,SSD,HDD,Nvidia,GeForce GTX 950M,-0.4493131416383713,-0.361933737707911,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Inspiron 5577,0.40387314748575176,-0.08649936486885113,Windows 10,0.7765712345401733,-0.3783498253661099,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,0.3911850643161697,Core i5 7300HQ,-0.5159292888970851,-0.42344896001431154,SSD,No,Nvidia,GeForce GTX 1050,-0.4753777646632748,-0.3783498253661099,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Yoga 910-13IKB,-0.7858455901812327,-0.08649936486885113,Windows 10,-0.987430731799402,-0.0500280722021312,Full HD,0.04046632872097773,0.021480884582249147,Yes,Yes,No,Intel,0.788287737089352,Core i7 7500U,-0.5159292888970851,-0.42344896001431154,SSD,No,Intel,HD Graphics 620,-0.051322844510605016,-0.0500280722021312,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Inspiron 5570,0.40387314748575176,-0.08649936486885113,Windows 10,0.2384011431145404,-0.2043392961892012,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-0.9986742903899664,Core i7 8550U,-0.8662357456619557,4.502025561516328,SSD,HDD,AMD,Radeon 530,-0.22858243550271698,-0.2043392961892012,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
15-bs015dx (i5-7200U/8GB/1TB/W10),0.40387314748575176,-0.08649936486885113,Windows 10,-0.0007855641857408028,-0.903664630428476,Standard,-1.0829180169818473,-1.077991051446925,Yes,No,No,Intel,0.3911850643161697,Core i5 7200U,1.5859094516921386,-0.42344896001431154,HDD,No,Intel,HD Graphics 620,-2.3399197423405425,-0.903664630428476,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Rog G701VIK-BA060T,1.5935918851527375,1.483417933462611,Windows 10,2.331284831992002,2.198975936971123,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,1.1853904098625332,Core i7 7820HK,-0.5159292888970851,-0.42344896001431154,SSD,No,Nvidia,GeForce GTX 1080,1.1628307388919263,2.198975936971123,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ProBook 430,-1.2057463211225212,-0.8714580140345822,Windows 10,-0.8229898705304584,-0.7132380135933684,Full HD,0.04046632872097773,0.021480884582249147,No,Yes,No,Intel,-1.3957769631631485,Core i5 8250U,0.1518423943109492,-0.42344896001431154,HDD,No,Intel,UHD Graphics 620,-1.2491027229513236,-0.7132380135933684,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
MacBook Pro,-1.2057463211225212,-0.08649936486885113,macOS,-1.0023799010056689,1.5275579517507865,Standard,1.3382388580527615,1.8539341112975405,No,Yes,Yes,Intel,1.5824930826357153,Core i5,0.1846836246326558,-0.42344896001431154,SSD,No,Intel,Iris Plus Graphics 650,0.9272536001365937,1.5275579517507865,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Inspiron 5579,0.40387314748575176,-0.08649936486885113,Windows 10,0.0590111126393291,-0.4768463513153036,Full HD,0.04046632872097773,0.021480884582249147,Yes,Yes,No,Intel,-0.9986742903899664,Core i7 8550U,1.5859094516921386,-0.42344896001431154,HDD,No,Intel,UHD Graphics 620,-0.6478800747271487,-0.4768463513153036,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
ROG G752VSK-GC493T,1.5935918851527375,1.483417933462611,Windows 10,3.3777266764307328,1.131930239188192,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,0.986839073475942,Core i7 7700HQ,-0.5159292888970851,2.0392883007510085,SSD,HDD,Nvidia,GeForce GTX 980M,0.7570277849372057,1.131930239188192,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
X505BP-BR019T (A9-9420/4GB/1TB/Radeon,0.40387314748575176,-0.8714580140345822,Windows 10,-0.5389556556113744,-1.0514094193522665,Standard,-1.0829180169818473,-1.077991051446925,No,No,No,AMD,1.383941746249124,A9-Series 9420,1.5859094516921386,-0.42344896001431154,HDD,No,AMD,Radeon R5 M420,-0.13340218952297897,-1.0514094193522665,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Yoga 920-13IKB,-0.7858455901812327,-0.08649936486885113,Windows 10,-1.0023799010056689,1.2140106774791868,Full HD,0.04046632872097773,0.021480884582249147,Yes,Yes,No,Intel,-0.9986742903899664,Core i7 8550U,0.1846836246326558,-0.42344896001431154,SSD,No,Intel,UHD Graphics 620,0.7948056569844757,1.2140106774791868,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Aspire 5,1.5935918851527375,-0.8714580140345822,Windows 10,1.434334679615947,-0.6689145769162312,Full HD,0.04046632872097773,0.021480884582249147,No,Yes,No,Intel,0.788287737089352,Core i3 7130U,-0.5159292888970851,-0.42344896001431154,SSD,No,Nvidia,GeForce MX130,-1.1053788611191215,-0.6689145769162312,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Vostro 5370,-1.2057463211225212,-0.08649936486885113,Windows 10,-0.9425832241805993,-0.2634372117587174,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-1.3957769631631485,Core i5 8250U,-0.5159292888970851,-0.42344896001431154,SSD,No,Intel,UHD Graphics 620,-0.30576079451866867,-0.2634372117587174,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
15-BW094nd (A6-9220/8GB/128GB/W10),0.40387314748575176,-0.08649936486885113,Windows 10,-0.1951247638672197,-1.089330581842706,Standard,-1.0829180169818473,-1.077991051446925,No,No,No,AMD,0.3911850643161697,A6-Series A6-9220,-0.8662357456619557,-0.42344896001431154,SSD,No,AMD,Radeon R4 Graphics,-0.13340218952297897,-1.089330581842706,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Envy 17-U275cl,1.5935918851527375,1.483417933462611,Windows 10,1.2848429875532712,-0.082860247518529,Full HD,0.04046632872097773,0.021480884582249147,No,Yes,No,Intel,-0.9986742903899664,Core i7 8550U,1.5859094516921386,-0.42344896001431154,HDD,No,Nvidia,GeForce MX150,-0.08649541650398665,-0.082860247518529,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
GT73EVR 7RE,1.5935918851527375,1.483417933462611,Windows 10,3.138539969130451,2.198975936971123,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,0.986839073475942,Core i7 7700HQ,0.1846836246326558,2.0392883007510085,SSD,HDD,Nvidia,GeForce GTX 1070,1.1628307388919263,2.198975936971123,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Yoga 720-15IKB,0.40387314748575176,-0.08649936486885113,Windows 10,-0.0605822410108112,0.9677693626062028,Full HD,0.04046632872097773,0.021480884582249147,Yes,Yes,No,Intel,0.986839073475942,Core i7 7700HQ,0.1846836246326558,-0.42344896001431154,SSD,No,Nvidia,GeForce GTX 1050M,0.6769005979646708,0.9677693626062028,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Inspiron 5770,1.5935918851527375,-0.08649936486885113,Windows 10,1.135351295490595,0.0533932800445218,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-0.9986742903899664,Core i7 8550U,-0.8662357456619557,2.0392883007510085,SSD,HDD,AMD,Radeon 530,0.05201664874598939,0.0533932800445218,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
IdeaPad 320-15ISK,0.40387314748575176,-0.8714580140345822,No OS,0.2384011431145404,-1.0924496384977638,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-0.6015716176167848,Core i3 6006U,-0.5159292888970851,-0.42344896001431154,SSD,No,Intel,HD Graphics 520,-0.13340218952297897,-1.0924496384977638,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
ProBook 450,0.40387314748575176,-0.8714580140345822,Windows 10,0.0889094510518644,-0.6360824015998333,Full HD,0.04046632872097773,0.021480884582249147,No,Yes,No,Intel,-1.3957769631631485,Core i5 8250U,0.1518423943109492,-0.42344896001431154,HDD,No,Intel,HD Graphics 620,-1.0108278149942884,-0.6360824015998333,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Vostro 3568,0.40387314748575176,-0.8714580140345822,Windows 10,0.2085028047020052,-0.7427869713781264,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,0.3911850643161697,Core i5 7200U,1.5859094516921386,-0.42344896001431154,HDD,No,Intel,HD Graphics 620,-1.3578506322955843,-0.7427869713781264,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Inspiron 3567,0.40387314748575176,-0.08649936486885113,Windows 10,0.2981978199396108,-0.8938149778335567,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,0.3911850643161697,Core i5 7200U,1.5859094516921386,-0.42344896001431154,HDD,No,AMD,Radeon R5 M430,-2.24257221433484,-0.8938149778335567,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Inspiron 5579,0.40387314748575176,-0.08649936486885113,Windows 10,0.9410120958091164,-0.5096785266317015,Full HD,0.04046632872097773,0.021480884582249147,Yes,No,No,Intel,-1.3957769631631485,Core i5 8250U,-0.5159292888970851,-0.42344896001431154,SSD,No,Intel,UHD Graphics 620,-0.7126940348974883,-0.5096785266317015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
ZenBook Flip,-1.2057463211225212,-0.08649936486885113,Windows 10,-1.406007469574894,0.639447609442224,Full HD,0.04046632872097773,0.021480884582249147,Yes,No,No,Intel,-0.9986742903899664,Core i7 8550U,0.1846836246326558,0.8079196703683478,SSD,SSD,Intel,UHD Graphics 620,0.4943593615874885,0.639447609442224,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
IdeaPad 320-15IKBN,0.40387314748575176,-0.8714580140345822,No OS,0.2384011431145404,-1.0546926368839062,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,0.3911850643161697,Core i5 7200U,1.5859094516921386,-0.42344896001431154,HDD,No,Intel,HD Graphics 620,-0.13340218952297897,-1.0546926368839062,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Probook 470,1.5935918851527375,-0.08649936486885113,Windows 10,0.6868762193025677,-0.1501662069171447,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-0.9986742903899664,Core i7 8550U,1.5859094516921386,-0.42344896001431154,HDD,No,Nvidia,GeForce 930MX ,-0.16271448616731604,-0.1501662069171447,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),0.40387314748575176,-0.08649936486885113,Windows 10,0.014163605020525896,-0.37670821660029,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-0.9986742903899664,Core i7 8550U,-0.5159292888970851,-0.42344896001431154,SSD,No,Intel,UHD Graphics 620,-0.4727405176708583,-0.37670821660029,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
MacBook Pro,-1.2057463211225212,-0.08649936486885113,macOS,-1.0023799010056689,1.394423480842793,Standard,1.3382388580527615,1.8539341112975405,No,Yes,Yes,Intel,1.1853904098625332,Core i5,0.1846836246326558,-0.42344896001431154,SSD,No,Intel,Iris Graphics 550,0.8731424840747537,1.394423480842793,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rog Strix,1.5935918851527375,1.483417933462611,Windows 10,1.733318063741299,0.7215280477332187,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,AMD,1.383941746249124,Ryzen 1700,-0.5159292888970851,2.0392883007510085,SSD,HDD,AMD,Radeon RX 580,0.5432122962766829,0.7215280477332187,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Inspiron 3576,0.40387314748575176,-0.08649936486885113,Linux,0.1487061278769348,-0.6146265750305673,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-0.9986742903899664,Core i7 8550U,-0.5159292888970851,-0.42344896001431154,SSD,No,AMD,Radeon 520,-0.9535424797918093,-0.6146265750305673,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
ThinkPad X1,-0.7158621350243515,1.483417933462611,Windows 10,-1.0173290702119366,2.198975936971123,Standard,1.3382388580527615,1.2901023492312969,Yes,No,No,Intel,0.5897364007027608,Core i7 6600U,0.1846836246326558,-0.42344896001431154,SSD,No,Intel,HD Graphics 520,1.1628307388919263,2.198975936971123,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Satellite Pro,0.40387314748575176,-0.08649936486885113,Windows 10,0.2384011431145404,-0.4883376126760428,Standard,-1.0829180169818473,-1.077991051446925,No,No,No,Intel,0.3911850643161697,Core i7 6500U,0.1518423943109492,-0.42344896001431154,HDD,No,Nvidia,GeForce 930M,-0.6700902712001638,-0.4883376126760428,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Inspiron 5567,0.40387314748575176,0.69845928429688,Windows 10,0.3878928351772158,-0.6507419678786049,Standard,-1.0829180169818473,-1.077991051446925,No,No,No,Intel,0.788287737089352,Core i7 7500U,1.5859094516921386,-0.42344896001431154,HDD,No,Intel,HD Graphics 620,-1.0519442829093915,-0.6507419678786049,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Inspiron 5770,1.5935918851527375,-0.08649936486885113,Linux,1.135351295490595,-0.0171958968857333,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-0.9986742903899664,Core i7 8550U,-0.8662357456619557,2.0392883007510085,SSD,HDD,AMD,Radeon 530,-0.017345463420886678,-0.0171958968857333,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Aspire A515-51G,0.40387314748575176,-0.08649936486885113,Windows 10,0.2384011431145404,-0.5983253999859758,Full HD,0.04046632872097773,0.021480884582249147,No,Yes,No,Intel,-0.9986742903899664,Core i7 8550U,1.5859094516921386,-0.42344896001431154,HDD,No,Nvidia,GeForce MX130,-0.9121129708482818,-0.5983253999859758,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
IdeaPad 320-17ISK,1.5935918851527375,-0.8714580140345822,Windows 10,1.135351295490595,-1.0185772440358685,Standard,-0.608419935944914,-0.6128298477422744,No,No,No,Intel,-0.6015716176167848,Core i3 6006U,1.5859094516921386,-0.42344896001431154,HDD,No,Intel,HD Graphics 520,-0.13340218952297897,-1.0185772440358685,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
IdeaPad 320-17IKBR,1.5935918851527375,-0.08649936486885113,No OS,1.135351295490595,-0.4275980883407067,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-0.9986742903899664,Core i7 8550U,4.388361105811104,-0.42344896001431154,HDD,No,Nvidia,GeForce MX150,-0.5579138915791894,-0.4275980883407067,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
IdeaPad 320-17IKB,1.5935918851527375,-0.47897868945171673,Windows 10,1.135351295490595,-0.4111820006825078,Standard,-0.608419935944914,-0.6128298477422744,No,No,No,Intel,0.788287737089352,Core i7 7500U,-0.8662357456619557,2.0392883007510085,SSD,HDD,Nvidia,GeForce 940MX,-0.5296381425416846,-0.4111820006825078,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Inspiron 3567,0.40387314748575176,-0.8714580140345822,Linux,0.3131469891458782,-1.118715378750882,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,-0.6015716176167848,Core i3 6006U,1.5859094516921386,-0.42344896001431154,HDD,No,AMD,Radeon R5 M430,-0.13340218952297897,-1.118715378750882,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Legion Y520-15IKBN,0.40387314748575176,-0.08649936486885113,Windows 10,0.6868762193025677,-0.4604302636571046,Full HD,0.04046632872097773,0.021480884582249147,No,Yes,No,Intel,0.3911850643161697,Core i5 7300HQ,-0.5159292888970851,-0.42344896001431154,SSD,No,Nvidia,GeForce GTX 1050,-0.6169832415755383,-0.4604302636571046,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Ideapad 320-15IKBN,0.40387314748575176,-0.47897868945171673,Windows 10,0.2384011431145404,-0.8708324551120782,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,0.3911850643161697,Core i5 7200U,-0.5159292888970851,-0.42344896001431154,SSD,No,Intel,HD Graphics 620,-2.0466449197476613,-0.8708324551120782,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Aspire A517-51G,0.40387314748575176,-0.08649936486885113,Windows 10,1.434334679615947,-0.2601539942270776,Full HD,0.04046632872097773,0.021480884582249147,No,Yes,No,Intel,-0.9986742903899664,Core i7 8550U,-0.5159292888970851,-0.42344896001431154,SSD,No,Nvidia,GeForce MX150,-0.3013132147466565,-0.2601539942270776,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
SP315-51 (i7-7500U/12GB/1TB/FHD/W10),0.40387314748575176,0.69845928429688,Windows 10,0.1636552970832021,-0.7395037538464867,Full HD,0.04046632872097773,0.021480884582249147,Yes,Yes,No,Intel,0.788287737089352,Core i7 7500U,1.5859094516921386,-0.42344896001431154,HDD,No,Intel,HD Graphics 620,-1.3451668280518008,-0.7395037538464867,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Thinkpad T570,0.40387314748575176,-0.08649936486885113,Windows 10,-0.1353280870421493,-0.0204791144173731,Full HD,0.04046632872097773,0.021480884582249147,No,Yes,No,Intel,0.788287737089352,Core i7 7500U,-0.5159292888970851,-0.42344896001431154,SSD,No,Intel,HD Graphics 630,-0.02069171912693254,-0.0204791144173731,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
VivoBook S15,0.40387314748575176,-0.08649936486885113,Windows 10,-0.5090573171988392,-0.2174721663157603,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,0.3911850643161697,Core i5 7200U,-0.5159292888970851,-0.42344896001431154,SSD,No,Nvidia,GeForce 940MX,-0.24522578699693223,-0.2174721663157603,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Legion Y520-15IKBN,0.40387314748575176,1.483417933462611,Windows 10,0.6868762193025677,0.1141328043798579,Full HD,0.04046632872097773,0.021480884582249147,No,Yes,No,Intel,0.986839073475942,Core i7 7700HQ,-0.5159292888970851,2.0392883007510085,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,0.10807634838517959,0.1141328043798579,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
IdeaPad 320-15IKB,0.40387314748575176,-0.08649936486885113,No OS,0.2384011431145404,-0.7394873377588285,Full HD,0.04046632872097773,0.021480884582249147,No,No,No,Intel,0.788287737089352,Core i7 7500U,1.5859094516921386,-0.42344896001431154,HDD,No,Nvidia,GeForce 940MX,-1.3451038115183052,-0.7394873377588285,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
